"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs"
"Sep 25, 2017  3:00 PM",3,3,3,1,29,1,20.8,62.4,-1,8,63,1,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,438,4.5,12.2,0.02,0.4,0.1
"Sep 25, 2017  4:00 PM",3,3,2,1,16,1,20.8,62.4,-1,8,63,1,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,438,4.5,12.2,0.02,0.4,0.1
"Sep 25, 2017  5:00 PM",3,2,2,6,16,1,20.8,62.4,-1,8,63,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,438,4.5,12.2,0.02,0.4,0.1
"Sep 25, 2017  6:00 PM",2,2,2,0,27,1,20.8,41.6,-1,8,63,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,438,4.5,12.2,0.02,0.4,0.1
"Sep 25, 2017  7:00 PM",0,1,0,0,0,1,20.8,0,-1,8,63,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,438,4.5,12.2,0.02,0.4,0.1
"Sep 25, 2017  8:00 PM",4,3,2,0,16,1,20.8,83.2,-1,8,63,1,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,438,4.5,12.2,0.02,0.4,0.1
"Sep 25, 2017  9:00 PM",0,1,0,0,0,1,20.8,0,-1,8,63,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,438,4.5,12.2,0.02,0.4,0.1
"Sep 26, 2017 10:00 AM",13,6,2,15,10,2,12.8333333333333,166.833333333333,-1,7,62,1,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,438,4.5,12.2,0.02,0.4,0.1
"Sep 26, 2017 11:00 AM",3,2,1,0,17,2,12.8333333333333,38.5,-1,7,62,1,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,438,4.5,12.2,0.02,0.4,0.1
"Sep 26, 2017  2:00 PM",2,0,0,4,0,2,12.8333333333333,25.6666666666667,-1,7,62,1,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,438,4.5,12.2,0.02,0.4,0.1
